,umur,produk,nilai_produk,jumlah_review,tempat_beli,jenis,kategori,tipe_kulit,waktu_pemakaian,penggunaan,kepuasan,warna_kulit,tone_kulit,value
8629,25 - 29,Miraclear Herbal Peeling Serum,4.8,1423,Shopee,Peeling,Treatment,Combination,1 month - 3 months,1,4,Medium,Neutral,1
8633,25 - 29,Pore Tightening & Oil Control Moist Serum,4.4,82,Shopee,Serum \\u0026 Essence,Treatment,Normal,1 week - 1 month,1,5,Medium Light,Neutral,1
8636,19 - 24,Black Head Remover Mask,4.4,7,Instagram,Nose Pack,Mask,Oily,Less than 1 week,1,5,Medium,Neutral,1
8650,19 - 24,Pore Tightening & Oil Control Moist Serum,4.4,321,Shopee,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,0,5,Medium Light,Neutral,1
8654,30 - 34,Revitalizing Anti aging serum,5.0,37,Shopee,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,1,5,Medium Light,Neutral,1
8668,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,4.1,126,Shopee,Sun Protection,Moisturizer,Normal,1 month - 3 months,0,5,Medium Light,Neutral,1
8669,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,5.0,38,Traditional market,Sun Protection,Moisturizer,Combination,1 month - 3 months,1,5,Light,Cool,1
8697,25 - 29,Revitalizing Anti aging serum,4.5,63,FD Try and Review,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,0,5,Medium,Neutral,1
8701,19 - 24,Oil Free Brightening Daily Moisturizer,4.7,10,Shopee,Lotion \\u0026 Emulsion,Moisturizer,Dry,1 week - 1 month,1,3,Medium Light,Cool,1
8716,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,5.0,14,Instagram,Sun Protection,Moisturizer,Normal,Less than 1 week,0,5,Light,Neutral,1
8717,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,4.5,73,Instagram,Sun Protection,Moisturizer,Normal,Less than 1 week,1,5,Light,Neutral,1
8727,18 and Under,Hydrasoothe Sunscreen Gel SPF 45+++,5.0,59,FD Flash Sale,Sun Protection,Moisturizer,Normal,Less than 1 week,1,4,Medium,Neutral,1
8777,25 - 29,Pore Tightening & Oil Control Moist Serum,4.5,287,Official Brand Store,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Medium Light,Warm,1
8793,25 - 29,Pore Tightening & Oil Control Moist Serum,4.8,2056,Shopee,Serum \\u0026 Essence,Treatment,Dry,1 week - 1 month,1,4,Light,Neutral,1
8796,25 - 29,Hydrasoothe Sunscreen Gel SPF 45+++,5.0,639,Shopee,Sun Protection,Moisturizer,Dry,Less than 1 week,1,5,Medium,Warm,1
8808,19 - 24,Anti Acne & Brightening Serum,5.0,1119,Brand website,Acne Treatment,Treatment,Combination,1 week - 1 month,0,5,Medium,Neutral,1
8828,25 - 29,Anti Acne & Brightening Serum,5.0,832,Shopee,Acne Treatment,Treatment,Combination,Less than 1 week,1,5,Medium Light,Neutral,1
8859,25 - 29,Anti Acne & Brightening Serum,5.0,1,Instagram,Acne Treatment,Treatment,Oily,1 week - 1 month,1,5,Medium Light,Neutral,1
8876,25 - 29,Eyeluminate Firming Serum,4.1,1368,Shopee,Eye Serum,Eye Treatment,Combination,3 months - 6 months,0,3,Medium,Neutral,0
8880,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,5.0,632,Shopee,Sun Protection,Moisturizer,Combination,3 months - 6 months,0,5,Medium Light,Neutral,1
8882,19 - 24,C White Lightening Serum,4.4,484,Official Brand Store,Serum \\u0026 Essence,Treatment,Oily,1 week - 1 month,1,5,Medium Light,Neutral,1
8888,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,5.0,918,Shopee,Sun Protection,Moisturizer,Oily,1 week - 1 month,1,5,Light,Cool,1
8904,18 and Under,Pore Tightening & Oil Control Moist Serum,4.9,21,Instagram,Serum \\u0026 Essence,Treatment,Oily,1 week - 1 month,1,5,Medium Light,Neutral,1
8909,19 - 24,Pore Tightening & Oil Control Moist Serum,5.0,827,Beauty Studio,Serum \\u0026 Essence,Treatment,Dry,1 week - 1 month,0,5,Medium Light,Warm,1
8951,19 - 24,Ultralight Hydraglow Day Cream,4.1,278,Shopee,Day Cream,Moisturizer,Normal,Less than 1 week,0,5,Medium Dark,Neutral,1
8952,19 - 24,C White Lightening Serum,5.0,823,Shopee,Serum \\u0026 Essence,Treatment,Oily,Less than 1 week,0,5,Medium,Neutral,1
8972,19 - 24,Pore Tightening & Oil Control Moist Serum,4.5,2,Shopee,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,5,Medium,Neutral,1
8989,30 - 34,Ultralight Hydraglow Day Cream,4.8,1418,Brand website,Day Cream,Moisturizer,Normal,1 week - 1 month,1,5,Medium Light,Neutral,1
9015,19 - 24,C White Lightening Serum,4.0,226,Instagram,Serum \\u0026 Essence,Treatment,Oily,1 week - 1 month,1,5,Medium,Neutral,1
9021,25 - 29,C White Night Moisturizer,5.0,25,Brand website,Night Cream,Moisturizer,Dry,Less than 1 week,1,5,Medium Light,Neutral,1
9057,19 - 24,C White Night Moisturizer,4.3,73,Instagram,Night Cream,Moisturizer,Combination,Less than 1 week,1,5,Light,Neutral,1
9058,18 and Under,C White Lightening Serum,4.4,455,Instagram,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Medium,Warm,1
9083,19 - 24,Anti Acne & Brightening Serum,4.4,704,Shopee,Acne Treatment,Treatment,Combination,Less than 1 week,1,5,Medium,Neutral,1
9101,25 - 29,C White Lightening Serum,3.9,101,Shopee,Serum \\u0026 Essence,Treatment,Oily,1 week - 1 month,1,5,Medium Light,Neutral,1
9172,25 - 29,Ultralight Hydraglow Day Cream,4.3,67,Shopee,Day Cream,Moisturizer,Oily,3 months - 6 months,1,5,Medium,Neutral,1
9197,19 - 24,C White Lightening Serum,4.0,1,Shopee,Serum \\u0026 Essence,Treatment,Oily,6 months - 1 year,1,5,Medium Light,Neutral,1
9203,19 - 24,Anti Acne & Brightening Serum,5.0,16,Instagram,Acne Treatment,Treatment,Oily,6 months - 1 year,1,5,Medium,Neutral,1
9215,30 - 34,Instant Glow Peel Off Nail Serum,5.0,13,Tokopedia,Vitamin \\u0026 Treatment,Nails,Normal,6 months - 1 year,0,5,Medium Light,Neutral,1
9220,19 - 24,Pore Tightening & Oil Control Moist Serum,4.8,28,Shopee,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Light,Neutral,1
9222,19 - 24,Anti Acne & Brightening Serum,5.0,18,FD Try and Review,Acne Treatment,Treatment,Combination,Less than 1 week,1,5,Medium,Warm,1
9244,25 - 29,C White Night Moisturizer,4.5,2133,Tokopedia,Night Cream,Moisturizer,Combination,Less than 1 week,1,5,Medium,Neutral,1
9262,19 - 24,Ultralight Hydraglow Day Cream,4.8,4,Instagram,Day Cream,Moisturizer,Combination,1 week - 1 month,0,5,Medium,Neutral,1
9267,19 - 24,Magic Colour Lip Serum,4.3,408,Instagram,Lip Balm \\u0026 Treatments,Lips,Normal,Less than 1 week,1,5,Light,Neutral,1
9269,19 - 24,C White Lightening Serum,4.8,1114,Instagram,Serum \\u0026 Essence,Treatment,Normal,1 week - 1 month,0,5,Light,Neutral,1
9273,19 - 24,C White Lightening Serum,4.5,44,Tokopedia,Serum \\u0026 Essence,Treatment,Dry,Less than 1 week,1,5,Medium,Neutral,1
9293,35 - 39,Hydrasoothe Sunscreen Gel SPF 45+++,5.0,6,Shopee,Sun Protection,Moisturizer,Dry,1 month - 3 months,1,5,Medium,Warm,1
9297,25 - 29,Revitalizing Anti aging serum,4.2,756,Shopee,Serum \\u0026 Essence,Treatment,Normal,1 month - 3 months,1,5,Medium Light,Neutral,1
9333,18 and Under,Hydrasoothe Sunscreen Gel SPF 45+++,5.0,2,Beauty Studio,Sun Protection,Moisturizer,Oily,More than 1 year,0,5,Medium Light,Warm,1
9372,25 - 29,C White Night Moisturizer,4.9,118,Shopee,Night Cream,Moisturizer,Normal,3 months - 6 months,0,4,Medium,Neutral,1
9374,18 and Under,C White Lightening Serum,5.0,35,Brand website,Serum \\u0026 Essence,Treatment,Combination,3 months - 6 months,0,5,Medium,Warm,1
9380,25 - 29,Oil Free Brightening Daily Moisturizer,4.9,1154,Shopee,Lotion \\u0026 Emulsion,Moisturizer,Normal,1 month - 3 months,1,5,Medium,Neutral,1
9382,25 - 29,C White Night Moisturizer,4.8,53,Tokopedia,Night Cream,Moisturizer,Normal,Less than 1 week,1,5,Medium,Neutral,1
9389,25 - 29,C White Lightening Serum,4.6,70,Tokopedia,Serum \\u0026 Essence,Treatment,Oily,Less than 1 week,1,5,Medium,Warm,1
9408,25 - 29,C White Night Moisturizer,4.7,1088,Instagram,Night Cream,Moisturizer,Combination,1 week - 1 month,0,5,Medium,Neutral,1
9409,19 - 24,C White Lightening Serum,4.8,18,Instagram,Serum \\u0026 Essence,Treatment,Normal,1 week - 1 month,0,5,Medium,Neutral,1
9411,18 and Under,Pore Tightening & Oil Control Moist Serum,5.0,1,Gift,Serum \\u0026 Essence,Treatment,Dry,Less than 1 week,1,5,Medium Light,Neutral,1
9424,25 - 29,Pore Tightening & Oil Control Moist Serum,4.9,79,Shopee,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Light,Neutral,1
9446,19 - 24,Anti Acne & Brightening Serum,5.0,48,FD Try and Review,Acne Treatment,Treatment,Combination,1 month - 3 months,1,5,Light,Cool,1
9548,19 - 24,Miraclear Herbal Peeling Serum,4.6,685,Shopee,Peeling,Treatment,Oily,1 week - 1 month,1,4,Medium,Neutral,1
9574,19 - 24,Anti Acne & Brightening Serum,4.9,43,Instagram,Acne Treatment,Treatment,Normal,1 month - 3 months,0,5,Light,Cool,1
9585,18 and Under,Hydrasoothe Sunscreen Gel SPF 45+++,3.4,224,Shopee,Sun Protection,Moisturizer,Oily,1 week - 1 month,1,4,Medium Light,Neutral,1
9609,25 - 29,Hydrasoothe Sunscreen Gel SPF 45+++,4.4,125,Traditional market,Sun Protection,Moisturizer,Combination,1 week - 1 month,0,4,Light,Cool,1
9625,19 - 24,Pore Tightening & Oil Control Moist Serum,4.8,1410,Shopee,Serum \\u0026 Essence,Treatment,Oily,Less than 1 week,0,4,Medium Light,Warm,1
9626,19 - 24,Miraclear Herbal Peeling Serum,5.0,26,Traditional market,Peeling,Treatment,Oily,1 month - 3 months,1,5,Medium Light,Warm,1
9633,19 - 24,Anti Acne & Brightening Serum,4.7,123,Instagram,Acne Treatment,Treatment,Combination,More than 1 year,0,5,Medium,Neutral,1
9638,25 - 29,Anti Acne & Brightening Serum,4.7,25,Brand website,Acne Treatment,Treatment,Oily,Less than 1 week,1,5,Medium Dark,Neutral,1
9644,25 - 29,Anti Acne & Brightening Serum,4.7,526,Instagram,Acne Treatment,Treatment,Oily,Less than 1 week,0,5,Medium,Warm,1
9670,25 - 29,Miraclear Herbal Peeling Serum,4.3,112,Shopee,Peeling,Treatment,Oily,1 week - 1 month,1,5,Medium,Neutral,1
9715,19 - 24,Pore Tightening & Oil Control Moist Serum,4.4,283,Shopee,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,5,Medium,Warm,1
9724,25 - 29,Anti Acne & Brightening Serum,4.0,1605,Shopee,Acne Treatment,Treatment,Dry,1 week - 1 month,0,5,Light,Warm,1
9743,25 - 29,Ultralight Hydraglow Day Cream,3.4,12,Tokopedia,Day Cream,Moisturizer,Combination,1 week - 1 month,1,5,Light,Neutral,1
9744,18 and Under,C White Lightening Serum,3.5,1944,Tokopedia,Serum \\u0026 Essence,Treatment,Normal,1 week - 1 month,1,5,Medium Light,Warm,1
